1,Descripción del Curso,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/0,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/1,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/2,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/3,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/4,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/5,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/6,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/7,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/8,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/9
241,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
241,TI4200 - ECONOMIA,1,,,,,,,,,
241,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
241,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
242,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
242,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
242,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
242,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
243,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
243,TI2102 - INFORMACION CONTABLE II,,1,,,,,,,,
243,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
243,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
244,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
244,MA1403 - MATEMATICA DISCRETA,,,1,,,,,,,
244,TI2102 - INFORMACION CONTABLE II,,1,,,,,,,,
244,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
244,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
245,CI3400 - INGLES 1  (ATI),,1,,,,,,,,
245,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
245,MA1404 - CALCULO,,1,,,,,,,,
245,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
245,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
245,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
246,MA0101 - MATEMATICA GENERAL,,,1,,,,,,,
246,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
246,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
246,TI3600 - BASES DE DATOS,1,,,,,,,,,
246,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
247,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
247,MA1404 - CALCULO,,1,,,,,,,,
247,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
247,TI3600 - BASES DE DATOS,1,,,,,,,,,
247,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
248,CI4401 - INGLES II (ATI),1,,,,,,,,,
248,MA2404 - PROBABILIDADES,1,,,,,,,,,
248,SE1105 - ARTES MUSICALES,1,,,,,,,,,
248,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
248,TI4200 - ECONOMIA,1,,,,,,,,,
248,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
248,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
249,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,,1,,,,,,,,
249,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
249,TI3600 - BASES DE DATOS,,1,,,,,,,,
249,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
250,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
250,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
250,MA1404 - CALCULO,1,,,,,,,,,
250,TI3600 - BASES DE DATOS,1,,,,,,,,,
250,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
251,CI4401 - INGLES II (ATI),1,,,,,,,,,
251,MA1404 - CALCULO,1,,,,,,,,,
251,SE1105 - ARTES MUSICALES,1,,,,,,,,,
251,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
251,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
251,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
252,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
252,CI4401 - INGLES II (ATI),1,,,,,,,,,
252,MA1404 - CALCULO,,1,,,,,,,,
252,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
252,TI4200 - ECONOMIA,1,,,,,,,,,
252,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
252,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
253,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
253,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,,1,,,,,,,,
253,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
254,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
254,MA1404 - CALCULO,1,,,,,,,,,
254,TI3600 - BASES DE DATOS,1,,,,,,,,,
254,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
255,CI4401 - INGLES II (ATI),1,,,,,,,,,
255,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
255,MA1404 - CALCULO,1,,,,,,,,,
255,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
255,TI3600 - BASES DE DATOS,1,,,,,,,,,
255,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
256,SE1102 - ACCION SOCIAL,1,,,,,,,,,
257,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
257,MA2404 - PROBABILIDADES,1,,,,,,,,,
257,SE1105 - ARTES MUSICALES,1,,,,,,,,,
257,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
257,TI4200 - ECONOMIA,1,,,,,,,,,
257,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
257,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
258,MA1404 - CALCULO,1,,,,,,,,,
258,TI3600 - BASES DE DATOS,1,,,,,,,,,
258,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
259,MA2404 - PROBABILIDADES,1,,,,,,,,,
259,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
259,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
259,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
259,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
259,TI9003 - COMPUTACION Y SOCIEDAD,1,,,,,,,,,
260,MA1404 - CALCULO,,1,,,,,,,,
260,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
260,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
260,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
261,CI4401 - INGLES II (ATI),1,,,,,,,,,
261,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
261,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,,1,,,,,,,,
261,TI3600 - BASES DE DATOS,1,,,,,,,,,
261,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
261,TI4200 - ECONOMIA,1,,,,,,,,,
262,CI4401 - INGLES II (ATI),1,,,,,,,,,
262,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
262,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
262,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
262,TI3600 - BASES DE DATOS,1,,,,,,,,,
262,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
263,CI4401 - INGLES II (ATI),1,,,,,,,,,
263,MA2404 - PROBABILIDADES,1,,,,,,,,,
263,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
263,TI4200 - ECONOMIA,1,,,,,,,,,
263,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
263,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
264,CI4401 - INGLES II (ATI),1,,,,,,,,,
264,MA1404 - CALCULO,1,,,,,,,,,
264,TI2102 - INFORMACION CONTABLE II,,1,,,,,,,,
264,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
264,TI5300 - COMPORTAMIENTO ORGANIZACIONAL Y GESTION DE CAMBIOS,1,,,,,,,,,
265,MA1404 - CALCULO,1,,,,,,,,,
265,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
265,TI3600 - BASES DE DATOS,1,,,,,,,,,
265,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
266,MA1404 - CALCULO,1,,,,,,,,,
266,SE1205 - JUEGOS Y DEPORTES EN CONJUNTO,1,,,,,,,,,
266,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
266,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
266,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
267,CI4401 - INGLES II (ATI),1,,,,,,,,,
267,MA1404 - CALCULO,1,,,,,,,,,
267,SE1105 - ARTES MUSICALES,1,,,,,,,,,
267,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
267,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
267,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
268,CI4401 - INGLES II (ATI),1,,,,,,,,,
268,MA1404 - CALCULO,,1,,,,,,,,
268,SE1204 - NATACION,1,,,,,,,,,
268,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
268,TI3600 - BASES DE DATOS,1,,,,,,,,,
268,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
269,MA1404 - CALCULO,1,,,,,,,,,
269,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
269,TI3404 - LENGUAJES DE PROGRAMACION,1,,,,,,,,,
269,TI3600 - BASES DE DATOS,1,,,,,,,,,
269,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
270,IC1802 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
270,IC3002 - ANALISIS DE ALGORITMOS,1,,,,,,,,,
270,IC3101 - ARQUITECTURA DE COMPUTADORES,1,,,,,,,,,
270,TI3600 - BASES DE DATOS,1,,,,,,,,,
271,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
271,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,,,1,,,,,,,
271,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,,1,,,,,,,,
272,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
272,MA2404 - PROBABILIDADES,1,,,,,,,,,
272,SE1105 - ARTES MUSICALES,1,,,,,,,,,
272,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
272,TI4200 - ECONOMIA,1,,,,,,,,,
272,TI4500 - INGENIERIA DE REQUERIMIENTOS,1,,,,,,,,,
272,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
273,CI0202 - INGLES BASICO,1,,,,,,,,,
273,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
273,MA0101 - MATEMATICA GENERAL,,,1,,,,,,,
273,SE1221 - FUTBOL I,1,,,,,,,,,
273,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
273,TI4601 - BASES DE DATOS AVANZADOS,1,,,,,,,,,
274,CA2125 - ELEMENTOS DE COMPUTACION,1,,,,,,,,,
274,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
274,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
274,QU1102 - LABORATORIO DE QUIMICA BASICA I,1,,,,,,,,,
274,QU1106 - QUIMICA BASICA I,1,,,,,,,,,
274,TI2800 - ADMINISTRACION DE PROYECTOS I,,1,,,,,,,,
275,MA2405 - ALGEBRA LINEAL PARA COMPUTACION,1,,,,,,,,,
275,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
275,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
275,TI4101 - PLANIFICACION Y PRESUPUESTO,1,,,,,,,,,
275,TI4200 - ECONOMIA,1,,,,,,,,,
276,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
276,SE1104 - ARTES VISUALES,1,,,,,,,,,
276,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
276,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
276,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
276,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
277,MA1404 - CALCULO,1,,,,,,,,,
277,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
277,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
277,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
277,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
278,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
278,SE1221 - FUTBOL I,1,,,,,,,,,
278,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
278,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
278,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
278,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
279,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
279,SE1104 - ARTES VISUALES,1,,,,,,,,,
279,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
279,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
279,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
279,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
280,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
280,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
280,SE1206 - ACONDICIONAMIENTO FISICO,1,,,,,,,,,
280,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
280,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
280,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
281,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
281,SE1201 - ATLETISMO,1,,,,,,,,,
281,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
281,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
281,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
281,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
282,CI0202 - INGLES BASICO,1,,,,,,,,,
282,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
282,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
282,SE1104 - ARTES VISUALES,1,,,,,,,,,
282,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
282,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
282,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
283,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
283,SE1104 - ARTES VISUALES,1,,,,,,,,,
283,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
283,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
283,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
284,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
284,MA1404 - CALCULO,1,,,,,,,,,
284,SE1218 - AJEDREZ,1,,,,,,,,,
284,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
284,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
284,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
284,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
285,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
285,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
285,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
285,SE1221 - FUTBOL I,1,,,,,,,,,
285,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
285,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
285,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
286,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
286,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
286,MA1404 - CALCULO,1,,,,,,,,,
286,SE1205 - JUEGOS Y DEPORTES EN CONJUNTO,1,,,,,,,,,
286,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
286,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
286,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
286,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
287,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
287,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
288,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
288,SE1104 - ARTES VISUALES,1,,,,,,,,,
288,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
288,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
288,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
288,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
289,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
289,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
289,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
289,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
289,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
290,CI0202 - INGLES BASICO,1,,,,,,,,,
290,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
290,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
290,SE1204 - NATACION,1,,,,,,,,,
290,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
290,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
290,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
291,SE1219 - BALONCESTO RECREATIVO,1,,,,,,,,,
291,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
291,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
291,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
291,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
292,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
292,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
292,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
292,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
292,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
293,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
293,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
293,SE1221 - FUTBOL I,1,,,,,,,,,
293,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
293,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
293,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
293,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
294,CI4401 - INGLES II (ATI),1,,,,,,,,,
294,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
294,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
294,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
294,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
295,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
295,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
295,SE1204 - NATACION,1,,,,,,,,,
295,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
295,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
295,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
295,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
296,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
296,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
296,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
296,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
296,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
297,CI0202 - INGLES BASICO,1,,,,,,,,,
297,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
297,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
297,TI1401 - TALLER DE PROGRAMACION,,1,,,,,,,,
297,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
298,MA1404 - CALCULO,1,,,,,,,,,
298,SE1221 - FUTBOL I,1,,,,,,,,,
298,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
298,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
298,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
298,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
299,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
299,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
299,TI1401 - TALLER DE PROGRAMACION,,1,,,,,,,,
299,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
299,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
300,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
300,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
300,SE1103 - DANZA,1,,,,,,,,,
300,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
301,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
301,ID1118 - FUNDAMENTOS DEL DISEÑO,1,,,,,,,,,
301,ID1119 - PRINCIPIOS DEL DISEÑO,1,,,,,,,,,
301,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
302,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
302,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
302,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
302,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
302,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
303,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
303,MA1404 - CALCULO,1,,,,,,,,,
303,SE1221 - FUTBOL I,1,,,,,,,,,
303,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
303,TI1401 - TALLER DE PROGRAMACION,,1,,,,,,,,
303,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
303,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
304,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
304,SE1204 - NATACION,1,,,,,,,,,
304,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
304,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
305,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
305,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
305,SE1218 - AJEDREZ,1,,,,,,,,,
305,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
305,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
305,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
305,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
306,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
306,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
306,SE1105 - ARTES MUSICALES,1,,,,,,,,,
306,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
306,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
307,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
307,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
307,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
307,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
307,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
307,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
308,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
308,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
309,MA1404 - CALCULO,1,,,,,,,,,
309,SE1201 - ATLETISMO,1,,,,,,,,,
309,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
309,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
309,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
309,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
